,0.31,0.42,0.52,0.54,0.57,0.59,0.62,0.64,0.67,0.7,0.73,0.76
1,-0.61,-0.6,-0.62,-0.62,-0.66,-0.67,-0.69,-0.66,-0.67,-0.68,-0.67,-0.72
0.951,-0.66,-0.64,-0.65,-0.67,-0.68,-0.69,-0.71,-0.67,-0.69,-0.69,-0.69,-0.73
0.849,-0.7,-0.67,-0.69,-0.7,-0.71,-0.72,-0.73,-0.7,-0.71,-0.72,-0.71,-0.74
0.802,-0.71,-0.68,-0.69,-0.7,-0.72,-0.72,-0.72,-0.69,-0.71,-0.71,-0.7,-0.73
0.751,-0.72,-0.69,-0.69,-0.7,-0.72,-0.71,-0.72,-0.69,-0.71,-0.71,-0.7,-0.73
0.701,-0.71,-0.68,-0.69,-0.7,-0.71,-0.71,-0.72,-0.68,-0.71,-0.71,-0.7,-0.73
0.649,-0.71,-0.6,-0.68,-0.69,-0.71,-0.7,-0.71,-0.68,-0.7,-0.7,-0.69,-0.72
0.598,-0.7,-0.67,-0.67,-0.69,-0.7,-0.69,-0.7,-0.67,-0.69,-0.7,-0.68,-0.71
0.549,-0.69,-0.66,-0.66,-0.68,-0.69,-0.68,-0.69,-0.66,-0.68,-0.68,-0.67,-0.7
0.499,-0.67,-0.65,-0.65,-0.66,-0.68,-0.67,-0.67,-0.65,-0.67,-0.67,-0.66,-0.69
0.406,-0.64,-0.61,-0.62,-0.63,-0.65,-0.63,-0.64,-0.62,-0.65,-0.66,-0.64,-0.67
0.349,-0.63,-0.6,-0.6,-0.62,-0.63,-0.63,-0.63,-0.62,-0.64,-0.64,-0.63,-0.67
0.301,-0.62,-0.59,-0.59,-0.62,-0.62,-0.62,-0.62,-0.61,-0.63,-0.63,-0.62,-0.66
0.249,-0.59,-0.58,-0.58,-0.61,-0.6,-0.61,-0.61,-0.6,-0.62,-0.63,-0.62,-0.65
0.199,-0.58,-0.58,-0.57,-0.62,-0.6,-0.61,-0.61,-0.59,-0.61,-0.62,-0.61,-0.65
0.151,-0.57,-0.58,-0.57,-0.62,-0.59,-0.62,-0.62,-0.59,-0.61,-0.61,-0.61,-0.64
0.101,-0.56,-0.57,-0.56,-0.62,-0.59,-0.69,-0.69,-0.58,-0.6,-0.61,-0.6,-0.64
0.076,-0.56,-0.57,-0.56,-0.61,-0.59,-0.73,-0.76,-0.57,-0.6,-0.61,-0.6,-0.64
0.051,-0.56,-0.57,-0.56,-0.6,-0.58,-0.73,-0.79,-0.57,-0.6,-0.61,-0.6,-0.65
0.029,-0.56,-0.57,-0.56,-0.59,-0.58,-0.72,-0.8,-0.58,-0.6,-0.62,-0.6,-0.65
0.005,-0.57,-0.58,-0.58,-0.63,-0.6,-0.75,-0.83,-0.59,-0.61,-0.63,-0.61,-0.66
0,-0.83,-0.81,-0.8,-0.81,-0.81,-0.96,-1.1,-0.71,-0.69,-0.68,-0.66,-0.65
0.005,0.95,0.98,1.01,1.02,1.06,1.03,1.04,1.06,1.08,1.09,1.11,1.12
0.014,1.01,1.03,1.06,1.06,1.09,1.08,1.09,1.09,1.1,1.11,1.12,1.13
0.049,0.78,0.8,0.82,0.82,0.85,0.84,0.85,0.85,0.86,0.87,0.88,0.89
0.073,0.67,0.69,0.71,0.71,0.73,0.72,0.73,0.73,0.74,0.75,0.76,0.77
0.098,0.58,0.6,0.61,0.61,0.63,0.62,0.63,0.64,0.65,0.66,0.67,0.68
0.152,0.43,0.45,0.46,0.46,0.48,0.47,0.48,0.49,0.5,0.51,0.52,0.53
0.251,0.24,0.25,0.26,0.26,0.27,0.26,0.27,0.28,0.29,0.3,0.31,0.32
0.3,0.15,0.17,0.18,0.17,0.18,0.18,0.18,0.14,0.2,0.21,0.22,0.22
0.351,0.09,0.11,0.11,0.1,0.11,0.1,0.11,0.12,0.12,0.13,0.14,0.15
0.403,0.04,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.08,0.09
0.449,-0.01,0,0,-0.01,0,-0.01,-0.01,0,0,0.01,0.02,0.02
0.5,-0.05,-0.04,-0.04,-0.05,-0.05,-0.05,-0.05,-0.04,-0.04,-0.04,-0.02,-0.02
0.549,-0.07,-0.06,-0.07,-0.07,-0.07,-0.08,-0.08,-0.07,-0.07,-0.06,-0.05,-0.05
0.602,-0.09,-0.08,-0.08,-0.09,-0.09,-0.1,-0.09,-0.09,-0.09,-0.08,-0.07,-0.07
0.649,-0.11,-0.1,-0.1,-0.11,-0.11,-0.12,-0.11,-0.11,-0.11,-0.1,-0.09,-0.09
0.701,-0.13,-0.11,-0.12,-0.13,-0.13,-0.14,-0.13,-0.13,-0.13,-0.12,-0.11,-0.11
0.751,-0.15,-0.14,-0.15,-0.15,-0.16,-0.16,-0.16,-0.15,-0.15,-0.14,-0.13,-0.13
0.801,-0.19,-0.18,-0.18,-0.19,-0.2,-0.2,-0.2,-0.19,-0.19,-0.18,-0.17,-0.17
0.851,-0.24,-0.23,-0.24,-0.25,-0.25,-0.26,-0.26,-0.25,-0.25,-0.24,-0.23,-0.22
0.951,-0.38,-0.37,-0.38,-0.4,-0.4,-0.41,-0.41,-0.4,-0.4,-0.39,--,--
