,0.32,0.42,0.51,0.55,0.57,0.59,0.62,0.65,0.68,0.7,0.73,0.76,0.79
0,-0.73,-0.7,-0.74,-0.7,-0.69,-0.65,-0.65,-0.59,-0.52,-0.48,-0.4,-0.28,-0.23
0.006,-0.65,-0.65,-0.76,-0.73,-0.75,-0.73,-0.77,-0.76,-0.76,-0.77,-0.7,-0.64,-0.67
0.016,-0.65,-0.65,-0.78,-0.73,-0.75,-0.73,-0.77,-0.76,-0.76,-0.76,-0.7,-0.64,-0.66
0.027,-0.65,-0.66,-0.79,-0.74,-0.76,-0.74,-0.78,-0.77,-0.76,-0.77,-0.7,-0.64,-0.66
0.051,-0.66,-0.66,-0.74,-0.74,-0.76,-0.75,-0.78,-0.76,-0.77,-0.76,-0.68,-0.64,-0.66
0.08,-0.67,-0.65,-0.73,-0.74,-0.76,-0.74,-0.76,-0.76,-0.74,-0.72,-0.67,-0.64,-0.65
0.106,-0.65,-0.64,-0.7,-0.7,-0.71,-0.69,-0.72,-0.7,-0.66,-0.65,-0.64,-0.6,-0.62
0.154,-0.66,-0.64,-0.71,-0.7,-0.7,-0.69,-0.71,-0.7,-0.66,-0.63,-0.63,-0.61,-0.61
0.199,-0.67,-0.66,-0.7,-0.68,-0.69,-0.68,-0.7,-0.68,-0.66,-0.63,-0.63,-0.62,-0.61
0.255,-0.69,-0.67,-0.7,-0.68,-0.69,-0.68,-0.69,-0.68,-0.66,-0.64,-0.64,-0.62,-0.62
0.304,-0.7,-0.67,-0.7,-0.68,-0.69,-0.69,-0.69,-0.68,-0.66,-0.64,-0.64,-0.63,-0.63
0.351,-0.7,-0.68,-0.7,-0.68,-0.7,-0.69,-0.7,-0.68,-0.68,-0.65,-0.66,-0.64,-0.64
0.399,-0.7,-0.68,-0.71,-0.68,-0.7,-0.7,-0.7,-0.69,-0.68,-0.66,-0.66,-0.65,-0.65
0.448,-0.7,-0.68,-0.71,-0.68,-0.7,-0.7,-0.7,-0.7,-0.68,-0.67,-0.68,-0.66,-0.66
0.502,-0.7,-0.68,-0.7,-0.68,-0.7,-0.7,-0.7,-0.69,-0.68,-0.68,-0.69,-0.66,-0.67
0.551,-0.68,-0.66,-0.69,-0.67,-0.69,-0.69,-0.68,-0.68,-0.68,-0.68,-0.69,-0.67,-0.68
0.6,-0.66,-0.65,-0.68,-0.66,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,-0.69,-0.68,-0.68
0.655,-0.65,-0.64,-0.66,-0.64,-0.67,-0.65,-0.66,-0.68,-0.67,-0.67,-0.69,-0.68,-0.69
0.758,-0.6,-0.59,-0.63,-0.6,-0.64,-0.64,-0.64,-0.65,-0.66,-0.66,-0.69,-0.69,-0.7
0.804,-0.57,-0.6,-0.61,-0.58,-0.62,-0.62,-0.62,-0.64,-0.64,-0.66,-0.68,-0.68,-0.68
0.904,-0.52,-0.51,-0.54,-0.52,-0.55,-0.57,-0.56,-0.58,-0.6,-0.62,-0.64,-0.66,-0.67
0.955,-0.46,-0.46,-0.5,-0.48,-0.52,-0.53,-0.53,-0.55,-0.56,-0.58,-0.62,-0.63,-0.65
1,-0.39,-0.39,-0.44,-0.42,-0.46,-0.47,-0.48,-0.5,-0.51,-0.54,-0.56,-0.58,-0.58
