xc,yb,surf,section,cp
0.95,0,U,1,-0.065
0.85,0,U,1,-0.175
0.75,0,U,1,-0.245
0.65,0,U,1,-0.34
0.5,0,U,1,-0.45
0.35,0,U,1,-0.57
0.225,0,U,1,-0.545
0.15,0,U,1,-0.53
0.08,0,U,1,-0.475
0.03,0,U,1,-0.43
0.01,0,U,1,-0.295
0,0,U,1,0.805
0.01,0,L,1,0.925
0.03,0,L,1,0.71
0.08,0,L,1,0.45
0.15,0,L,1,0.31
0.225,0,L,1,0.215
0.35,0,L,1,0.095
0.5,0,L,1,0.055
0.65,0,L,1,0.055
0.75,0,L,1,0.06
0.85,0,L,1,0.07
0.95,0,L,1,0.075
0.95,0.068,U,2,0.03
0.85,0.068,U,2,-0.075
0.75,0.068,U,2,-0.18
0.65,0.068,U,2,-0.27
0.5,0.068,U,2,-0.405
0.35,0.068,U,2,-0.55
0.225,0.068,U,2,-0.655
0.15,0.068,U,2,-0.655
0.08,0.068,U,2,-0.765
0.03,0.068,U,2,-1.01
0.01,0.068,U,2,-1.06
0,0.068,U,2,-0.22
0.01,0.068,L,2,0.54
0.03,0.068,L,2,0.54
0.08,0.068,L,2,0.38
0.15,0.068,L,2,0.235
0.225,0.068,L,2,0.15
0.35,0.068,L,2,0.06
0.5,0.068,L,2,0.04
0.65,0.068,L,2,0.055
0.75,0.068,L,2,0.08
0.85,0.068,L,2,0.075
0.95,0.068,L,2,0.085
0.95,0.135,U,3,0.045
0.85,0.135,U,3,-0.045
0.75,0.135,U,3,-0.135
0.65,0.135,U,3,-0.23
0.5,0.135,U,3,-0.375
0.35,0.135,U,3,-0.56
0.225,0.135,U,3,-0.69
0.15,0.135,U,3,-0.755
0.08,0.135,U,3,-0.89
0.03,0.135,U,3,-1.245
0.01,0.135,U,3,-1.375
0,0.135,U,3,-0.755
0.01,0.135,L,3,0.495
0.03,0.135,L,3,0.525
0.08,0.135,L,3,0.35
0.15,0.135,L,3,0.22
0.225,0.135,L,3,0.14
0.35,0.135,L,3,0.05
0.5,0.135,L,3,0.04
0.65,0.135,L,3,0.065
0.75,0.135,L,3,0.055
0.85,0.135,L,3,0.075
0.95,0.135,L,3,0.075
0.95,0.271,U,4,0.05
0.85,0.271,U,4,-0.005
0.75,0.271,U,4,-0.075
0.65,0.271,U,4,-0.165
0.5,0.271,U,4,-0.315
0.35,0.271,U,4,-0.54
0.225,0.271,U,4,-0.67
0.15,0.271,U,4,-0.85
0.08,0.271,U,4,-0.965
0.03,0.271,U,4,-1.435
0.01,0.271,U,4,-1.78
0,0.271,U,4,-0.95
0.01,0.271,L,4,0.43
0.03,0.271,L,4,0.51
0.08,0.271,L,4,0.37
0.15,0.271,L,4,0.235
0.225,0.271,L,4,0.145
0.35,0.271,L,4,0.06
0.5,0.271,L,4,0.055
0.65,0.271,L,4,0.075
0.75,0.271,L,4,0.075
0.85,0.271,L,4,0.075
0.95,0.271,L,4,0.085
0.95,0.406,U,5,0.045
0.85,0.406,U,5,0.005
0.75,0.406,U,5,-0.06
0.65,0.406,U,5,-0.125
0.5,0.406,U,5,-0.285
0.35,0.406,U,5,-0.49
0.225,0.406,U,5,-0.72
0.15,0.406,U,5,-0.855
0.03,0.406,U,5,-1.575
0.01,0.406,U,5,-1.87
0,0.406,U,5,-1.23
0.01,0.406,L,5,0.405
0.03,0.406,L,5,0.52
0.08,0.406,L,5,0.375
0.15,0.406,L,5,0.24
0.225,0.406,L,5,0.155
0.35,0.406,L,5,0.06
0.5,0.406,L,5,0.055
0.65,0.406,L,5,0.065
0.75,0.406,L,5,0.07
0.85,0.406,L,5,0.055
0.95,0.406,L,5,0.06
0.95,0.61,U,6,0.06
0.85,0.61,U,6,0.005
0.75,0.61,U,6,-0.04
0.65,0.61,U,6,-0.115
0.5,0.61,U,6,-0.25
0.35,0.61,U,6,-0.47
0.225,0.61,U,6,-0.685
0.15,0.61,U,6,-0.85
0.08,0.61,U,6,-1.08
0.03,0.61,U,6,-1.585
0.01,0.61,U,6,-2.015
0,0.61,U,6,-1.025
0.01,0.61,L,6,0.4
0.03,0.61,L,6,0.51
0.08,0.61,L,6,0.37
0.15,0.61,L,6,0.23
0.225,0.61,L,6,0.14
0.35,0.61,L,6,0.045
0.5,0.61,L,6,0.02
0.65,0.61,L,6,0.035
0.75,0.61,L,6,0.045
0.85,0.61,L,6,0.07
0.95,0.61,L,6,0.075
0.7,0.915,U,8,-0.135
0.5,0.915,U,8,-0.305
0.35,0.915,U,8,-0.46
0.25,0.915,U,8,-0.6
0.15,0.915,U,8,-0.785
0.1,0.915,U,8,-0.885
0.05,0.915,U,8,-1.095
0.025,0.915,U,8,-1.24
0,0.915,U,8,-0.82
0.025,0.915,L,8,-0.08
0.05,0.915,L,8,0.015
0.1,0.915,L,8,0.02
0.15,0.915,L,8,0.02
0.25,0.915,L,8,-0.005
0.35,0.915,L,8,-0.02
0.5,0.915,L,8,0.01
0.7,0.915,L,8,0.045
