xc,yb,surf,section,cp
0.95,0,U,1,-0.035
0.85,0,U,1,-0.115
0.75,0,U,1,-0.165
0.65,0,U,1,-0.235
0.5,0,U,1,-0.31
0.35,0,U,1,-0.38
0.225,0,U,1,-0.32
0.15,0,U,1,-0.27
0.08,0,U,1,-0.175
0.03,0,U,1,-0.035
0.01,0,U,1,0.205
0,0,U,1,0.98
0.01,0,L,1,0.735
0.03,0,L,1,0.45
0.08,0,L,1,0.2
0.15,0,L,1,0.075
0.225,0,L,1,-0.01
0.35,0,L,1,-0.105
0.5,0,L,1,-0.115
0.65,0,L,1,-0.08
0.75,0,L,1,-0.065
0.85,0,L,1,-0.015
0.95,0,L,1,0.025
0.95,0.068,U,2,0.045
0.85,0.068,U,2,-0.035
0.75,0.068,U,2,-0.11
0.65,0.068,U,2,-0.185
0.5,0.068,U,2,-0.27
0.35,0.068,U,2,-0.375
0.225,0.068,U,2,-0.415
0.15,0.068,U,2,-0.39
0.08,0.068,U,2,-0.35
0.03,0.068,U,2,-0.35
0.01,0.068,U,2,-0.185
0,0.068,U,2,0.43
0.01,0.068,L,2,0.475
0.03,0.068,L,2,0.305
0.08,0.068,L,2,0.125
0.15,0.068,L,2,-0.01
0.225,0.068,L,2,-0.065
0.35,0.068,L,2,-0.12
0.5,0.068,L,2,-0.105
0.65,0.068,L,2,-0.055
0.75,0.068,L,2,-0.02
0.85,0.068,L,2,0.03
0.95,0.068,L,2,0.07
0.95,0.135,U,3,0.07
0.85,0.135,U,3,0
0.75,0.135,U,3,-0.07
0.65,0.135,U,3,-0.145
0.5,0.135,U,3,-0.245
0.35,0.135,U,3,-0.39
0.225,0.135,U,3,-0.435
0.15,0.135,U,3,-0.45
0.08,0.135,U,3,-0.44
0.03,0.135,U,3,-0.455
0.01,0.135,U,3,-0.305
0,0.135,U,3,0.29
0.01,0.135,L,3,0.48
0.03,0.135,L,3,0.3
0.08,0.135,L,3,0.08
0.15,0.135,L,3,-0.035
0.225,0.135,L,3,-0.09
0.35,0.135,L,3,-0.135
0.5,0.135,L,3,-0.095
0.65,0.135,L,3,-0.025
0.75,0.135,L,3,0
0.85,0.135,L,3,0.035
0.95,0.135,L,3,0.075
0.95,0.271,U,4,0.06
0.85,0.271,U,4,0
0.75,0.271,U,4,-0.06
0.65,0.271,U,4,-0.115
0.5,0.271,U,4,-0.215
0.35,0.271,U,4,-0.385
0.225,0.271,U,4,-0.445
0.15,0.271,U,4,-0.505
0.08,0.271,U,4,-0.52
0.03,0.271,U,4,-0.52
0.01,0.271,U,4,-0.44
0,0.271,U,4,0.245
0.01,0.271,L,4,0.435
0.03,0.271,L,4,0.26
0.08,0.271,L,4,0.06
0.15,0.271,L,4,-0.06
0.225,0.271,L,4,-0.105
0.35,0.271,L,4,-0.14
0.5,0.271,L,4,-0.085
0.65,0.271,L,4,-0.02
0.75,0.271,L,4,0.01
0.85,0.271,L,4,0.035
0.95,0.271,L,4,0.07
0.95,0.406,U,5,0.065
0.85,0.406,U,5,0.005
0.75,0.406,U,5,-0.05
0.65,0.406,U,5,-0.1
0.5,0.406,U,5,-0.21
0.35,0.406,U,5,-0.355
0.225,0.406,U,5,-0.465
0.15,0.406,U,5,-0.51
0.08,0.406,U,5,-0.52
0.03,0.406,U,5,-0.555
0.01,0.406,U,5,-0.49
0,0.406,U,5,0.225
0.01,0.406,L,5,0.435
0.03,0.406,L,5,0.28
0.08,0.406,L,5,0.075
0.15,0.406,L,5,-0.045
0.225,0.406,L,5,-0.09
0.35,0.406,L,5,-0.125
0.5,0.406,L,5,-0.08
0.65,0.406,L,5,-0.015
0.75,0.406,L,5,0.02
0.85,0.406,L,5,0.025
0.95,0.406,L,5,0.065
0.95,0.61,U,6,0.07
0.85,0.61,U,6,0.015
0.75,0.61,U,6,-0.025
0.65,0.61,U,6,-0.09
0.5,0.61,U,6,-0.18
