xc,yb,surf,section,cp
0.95,0,U,1,-0.07
0.85,0,U,1,-0.19
0.75,0,U,1,-0.265
0.65,0,U,1,-0.37
0.5,0,U,1,-0.495
0.35,0,U,1,-0.635
0.225,0,U,1,-0.63
0.15,0,U,1,-0.62
0.08,0,U,1,-0.585
0.03,0,U,1,-0.585
0.01,0,U,1,-0.495
0,0,U,1,0.7
0.01,0,L,1,0.965
0.03,0,L,1,0.785
0.08,0,L,1,0.54
0.15,0,L,1,0.395
0.225,0,L,1,0.295
0.35,0,L,1,0.17
0.5,0,L,1,0.125
0.65,0,L,1,0.11
0.75,0,L,1,0.11
0.85,0,L,1,0.105
0.95,0,L,1,0.105
0.95,0.068,U,2,0.035
0.85,0.068,U,2,-0.085
0.75,0.068,U,2,-0.195
0.65,0.068,U,2,-0.295
0.5,0.068,U,2,-0.445
0.35,0.068,U,2,-0.61
0.225,0.068,U,2,-0.735
0.15,0.068,U,2,-0.755
0.08,0.068,U,2,-0.85
0.03,0.068,U,2,-1.265
0.01,0.068,U,2,-1.41
0,0.068,U,2,-0.605
0.01,0.068,L,2,0.475
0.03,0.068,L,2,0.585
0.08,0.068,L,2,0.465
0.15,0.068,L,2,0.32
0.225,0.068,L,2,0.235
0.35,0.068,L,2,0.14
0.5,0.068,L,2,0.105
0.65,0.068,L,2,0.1
0.75,0.068,L,2,0.12
0.85,0.068,L,2,0.11
0.95,0.068,L,2,0.105
0.95,0.135,U,3,0.045
0.85,0.135,U,3,-0.05
0.75,0.135,U,3,-0.15
0.65,0.135,U,3,-0.25
0.5,0.135,U,3,-0.415
0.35,0.135,U,3,-0.615
0.225,0.135,U,3,-0.75
0.15,0.135,U,3,-0.86
0.08,0.135,U,3,-1.05
0.03,0.135,U,3,-1.595
0.01,0.135,U,3,-1.865
0,0.135,U,3,-1.365
0.01,0.135,L,3,0.405
0.03,0.135,L,3,0.55
0.08,0.135,L,3,0.435
0.15,0.135,L,3,0.3
0.225,0.135,L,3,0.22
0.35,0.135,L,3,0.125
0.5,0.135,L,3,0.105
0.65,0.135,L,3,0.115
0.75,0.135,L,3,0.09
0.85,0.135,L,3,0.105
0.95,0.135,L,3,0.09
0.95,0.271,U,4,0.035
0.85,0.271,U,4,-0.015
0.75,0.271,U,4,-0.09
0.65,0.271,U,4,-0.185
0.5,0.271,U,4,-0.345
0.35,0.271,U,4,-0.59
0.225,0.271,U,4,-0.755
0.15,0.271,U,4,-0.975
0.08,0.271,U,4,-1.175
0.03,0.271,U,4,-1.755
0.01,0.271,U,4,-2.34
0,0.271,U,4,-1.605
0.01,0.271,L,4,0.31
0.03,0.271,L,4,0.535
0.08,0.271,L,4,0.445
0.15,0.271,L,4,0.305
0.225,0.271,L,4,0.225
0.35,0.271,L,4,0.125
0.5,0.271,L,4,0.1
0.65,0.271,L,4,0.11
0.75,0.271,L,4,0.105
0.85,0.271,L,4,0.095
0.95,0.271,L,4,0.09
0.95,0.406,U,5,0.02
0.85,0.406,U,5,-0.02
