,0.31,0.41,0.51,0.56,0.61,0.63,0.66,0.68,0.71,0.74,0.76,0.79,0.81,0.85,0.88
0.013,-0.85,-0.83,-0.8,-0.8,-0.83,-0.8,-0.81,-0.81,-0.89,-0.91,-0.96,-1.14,-1.67,-1.6,-1.47
0.026,-0.86,-0.83,-0.8,-0.81,-0.83,-0.8,-0.81,-0.81,-0.89,-0.91,-0.96,-1.13,-1.61,-1.51,-1.37
0.05,-0.88,-0.85,-0.81,-0.82,-0.84,-0.81,-0.82,-0.83,-0.91,-0.93,-0.97,-1.11,-1.48,-1.38,-1.25
0.074,-0.88,-0.86,-0.83,-0.83,-0.85,-0.83,-0.84,-0.84,-0.91,-0.94,-0.96,-1.07,-1.4,-1.29,-1.17
0.101,-0.89,-0.86,-0.86,-0.84,-0.86,-0.83,-0.84,-0.85,-0.88,-0.92,-0.94,--,--,--,--
0.151,-0.84,-0.83,-0.84,-0.85,-0.86,-0.83,-0.83,-0.83,-0.85,-0.88,-0.88,-0.91,-1.26,-1.18,-1.06
0.2,-0.73,-0.74,-0.77,-0.8,-0.81,-0.79,-0.78,-0.79,-0.79,-0.8,-0.8,--,--,--,--
0.252,-0.55,-0.58,-0.62,-0.68,-0.72,-0.71,-0.69,-0.71,-0.7,-0.7,-0.72,-0.71,-1.14,-1.11,-1.01
0.302,-0.38,-0.43,-0.47,-0.55,-0.62,-0.61,-0.6,-0.61,-0.6,-0.6,-0.62,--,--,--,--
0.352,-0.25,-0.3,-0.35,-0.42,-0.5,-0.6,-0.5,-0.51,-0.51,-0.49,-0.54,-0.54,-0.72,-0.96,-0.99
0.4,-0.16,-0.2,-0.25,-0.3,-0.39,-0.4,-0.41,-0.42,-0.42,-0.4,-0.46,--,--,--,--
0.451,-0.1,-0.12,-0.17,-0.21,-0.29,-0.3,-0.32,-0.32,-0.32,-0.32,-0.38,-0.4,-0.34,-0.54,-0.85
0.501,-0.05,-0.07,-0.11,-0.14,-0.22,-0.22,-0.24,-0.25,-0.27,-0.25,-0.31,--,--,--,--
0.551,-0.05,-0.06,-0.09,-0.12,-0.14,-0.17,-0.18,-0.19,-0.22,-0.19,-0.28,-0.26,-0.14,-0.39,-0.56
0.601,-0.03,-0.02,-0.05,-0.07,-0.1,-0.13,-0.13,-0.14,-0.15,-0.14,-0.21,--,--,--,--
0.652,0,0,-0.02,-0.04,-0.06,-0.07,-0.08,-0.09,-0.1,-0.1,-0.16,-0.16,-0.01,-0.26,-0.4
0.702,0.02,0.03,0.01,-0.01,-0.02,-0.03,-0.04,-0.05,-0.06,-0.06,-0.11,--,--,--,--
0.752,0.04,0.05,0.04,0.02,0.02,0.01,-0.01,-0.01,-0.02,-0.02,-0.07,-0.08,0.07,-0.11,-0.29
0.801,0.06,0.07,0.06,0.04,0.04,0.04,0.02,0.02,0.01,0.01,-0.04,--,--,--,--
0.851,0.06,0.08,0.07,0.06,0.05,0.05,0.04,0.04,0.04,0.02,0,-0.02,0.11,0.02,-0.15
0.902,0.08,0.09,0.08,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.01,--,--,--,--
0.951,0.06,0.07,0.07,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.03,0.02,0.08,0.08,-0.03
