,0.32,0.42,0.52,0.54,0.58,0.6,0.63
0.95,-0.73,-0.74,-0.74,-0.74,-0.75,-0.81,-0.77
0.9,-0.73,-0.74,-0.75,-0.75,-0.76,-0.83,-0.77
0.85,-0.75,-0.73,-0.75,-0.74,-0.75,-0.82,-0.79
0.8,-0.74,-0.72,-0.75,-0.75,-0.76,-0.82,-0.8
0.75,-0.74,-0.72,-0.75,-0.75,-0.76,-0.82,-0.79
0.7,-0.74,-0.71,-0.75,-0.74,-0.76,-0.82,-0.79
0.65,-0.73,-0.7,-0.74,-0.73,-0.75,-0.82,-0.79
0.6,-0.73,-0.69,-0.73,-0.73,-0.74,-0.81,-0.78
0.55,-0.72,-0.7,-0.73,-0.72,-0.73,-0.81,-0.78
0.5,-0.72,-0.7,-0.73,-0.72,-0.73,-0.8,-0.77
0.45,-0.72,-0.71,-0.72,-0.71,-0.73,-0.79,-0.77
0.401,-0.74,-0.74,-0.72,-0.71,-0.73,-0.79,-0.77
0.35,-0.76,-0.78,-0.71,-0.7,-0.72,-0.78,-0.77
0.3,-0.8,-0.86,-0.72,-0.69,-0.72,-0.79,-0.76
0.25,-0.86,-0.95,-0.72,-0.69,-0.71,-0.78,-0.75
0.2,-0.92,-1.11,-0.72,-0.69,-0.71,-0.79,-0.76
0.15,-0.97,-1.2,-0.73,-0.7,-0.72,-0.78,-0.77
0.1,-1.02,-1.24,-0.73,-0.69,-0.71,-0.77,-0.8
0.075,-1.01,-1.25,-0.75,-0.71,-0.73,-0.78,-0.83
0.025,-1.17,-1.24,-0.93,-0.88,-0.92,-0.8,-0.86
0.013,-1.22,-1.34,-1.19,-1.06,-1.08,-0.8,-0.88
0.005,-1.32,-1.44,-1.29,-1.2,-1.13,-0.81,-0.86
0,-1.51,-1.57,-1.4,-1.29,-1.19,-0.92,-0.95
0.005,0.57,0.6,0.75,0.78,0.8,0.84,0.84
0.013,0.94,0.96,1.03,1.04,1.05,1.07,1.07
0.025,1.02,1.04,1.06,1.07,1.08,1.09,1.09
0.05,0.92,0.94,0.95,0.96,0.96,0.97,0.98
0.075,0.81,0.83,0.84,0.85,0.85,0.86,0.87
0.1,0.74,0.76,0.77,0.78,0.79,0.8,0.8
0.15,0.63,0.66,0.66,0.67,0.68,0.69,0.7
0.2,0.55,0.57,0.58,0.59,0.6,0.61,0.61
0.25,0.47,0.5,0.51,0.52,0.53,0.54,0.55
0.3,0.39,0.41,0.42,0.43,0.44,0.45,0.46
0.35,0.33,0.35,0.36,0.36,0.38,0.39,0.39
0.4,0.27,0.29,0.3,0.31,0.32,0.33,0.34
0.45,0.23,0.25,0.25,0.26,0.27,0.28,0.29
0.5,0.19,0.21,0.22,0.23,0.23,0.24,0.25
0.55,0.17,0.18,0.19,0.2,0.21,0.21,0.23
0.6,0.14,0.15,0.16,0.17,0.18,0.19,0.2
0.7,0.08,0.1,0.11,0.12,0.12,0.13,0.14
0.75,0.05,0.07,0.08,0.09,0.1,0.1,0.12
0.8,0.01,0.04,0.05,0.06,0.07,0.07,0.09
0.85,-0.05,-0.03,-0.02,-0.01,0,0,0.02
0.95,-0.3,-0.29,-0.28,-0.27,-0.26,-0.27,-0.25
