,0.31,0.41,0.51,0.56,0.61,0.64,0.66,0.69,0.72,0.74,0.76,0.79,0.82,0.85,0.89
0.95,0.07,0.06,0.08,0.08,0.07,0.07,0.07,0.07,0.09,0.1,0.1,0.12,0.14,0.11,-0.04
0.9,0.01,-0.01,0.01,-0.01,0,-0.01,-0.01,-0.02,0,0.01,0.01,0.02,0.06,0.01,-0.13
0.85,-0.12,-0.11,-0.09,-0.1,-0.11,-0.13,-0.12,-0.14,-0.11,-0.11,-0.12,-0.1,-0.05,-0.13,-0.25
0.8,-0.2,-0.2,-0.18,-0.19,-0.18,-0.19,-0.19,-0.2,-0.19,-0.2,-0.21,-0.2,-0.12,-0.34,-0.41
0.75,-0.22,-0.24,-0.24,-0.25,-0.27,-0.29,-0.29,-0.3,-0.29,-0.27,-0.26,-0.24,-0.36,-0.64,-0.61
0.7,-0.25,-0.27,-0.27,-0.29,-0.3,-0.33,-0.35,-0.36,-0.37,-0.39,-0.4,-0.33,-0.68,-0.69,-0.63
0.65,-0.28,-0.3,-0.3,-0.32,-0.34,-0.36,-0.37,-0.39,-0.5,-0.42,-0.47,-0.57,-0.69,-0.69,-0.64
0.6,-0.3,-0.33,-0.34,-0.35,-0.37,-0.39,-0.41,-0.43,-0.43,-0.46,-0.5,-0.59,-0.71,-0.72,-0.67
0.55,-0.33,-0.35,-0.35,-0.38,-0.4,-0.43,-0.43,-0.46,-0.48,-0.5,-0.55,-0.64,-0.77,-0.74,-0.66
0.5,-0.34,-0.36,-0.37,-0.4,-0.41,-0.45,-0.46,-0.49,-0.5,-0.53,-0.59,-0.7,-0.73,-0.7,-0.62
0.45,-0.36,-0.38,-0.39,-0.41,-0.44,-0.46,-0.48,-0.51,-0.52,-0.56,-0.63,-0.67,-0.67,-0.63,-0.54
0.4,-0.34,-0.36,-0.37,-0.39,-0.41,-0.44,-0.45,-0.48,-0.49,-0.51,-0.55,-0.55,-0.55,-0.51,-0.43
0.35,-0.3,-0.33,-0.34,-0.36,-0.38,-0.4,-0.42,-0.43,-0.44,-0.45,-0.47,-0.47,-0.46,-0.43,-0.35
0.3,-0.28,-0.3,-0.3,-0.32,-0.34,-0.36,-0.37,-0.39,-0.39,-0.4,-0.41,-0.4,-0.39,-0.36,-0.28
0.25,-0.23,-0.25,-0.25,-0.24,-0.28,-0.29,-0.3,-0.31,-0.31,-0.31,-0.31,-0.31,-0.29,-0.26,-0.18
0.2,-0.18,-0.19,-0.18,-0.19,-0.2,-0.21,-0.21,-0.22,-0.21,-0.21,-0.21,-0.19,-0.18,-0.14,-0.07
0.15,-0.09,-0.1,-0.1,-0.1,-0.1,-0.11,-0.11,-0.11,-0.1,-0.09,-0.08,-0.07,-0.06,-0.02,0.05
0.1,0.02,0.01,0.04,0.04,0.04,0.03,0.04,0.04,0.05,0.06,0.08,0.09,0.11,0.13,0.2
0.075,0.11,0.11,0.13,0.14,0.14,0.14,0.14,0.14,0.16,0.17,0.19,0.19,0.21,0.24,0.3
0.025,0.53,0.54,0.56,0.57,0.58,0.57,0.58,0.59,0.6,0.61,0.63,0.63,0.65,0.67,0.71
0.013,0.86,0.86,0.88,0.9,0.9,0.9,0.91,0.91,0.91,0.93,0.94,0.94,0.95,0.97,1
0.005,1.01,1.02,1.04,1.08,1.08,1.08,1.1,1.11,1.11,1.13,1.15,1.15,1.16,1.17,1.19
0,0.21,0.25,0.36,0.43,0.51,0.54,0.59,0.63,0.67,0.73,0.77,0.8,0.84,0.86,0.9
0.005,-2.11,-2.3,-2.33,-2.36,-2.18,-2.09,-1.96,-1.83,-1.71,-1.65,-1.5,-1.38,-1.27,-1.17,-1.02
0.013,-1.6,-1.63,-1.84,-1.87,-1.82,-1.7,-1.82,-1.81,-1.7,-1.66,-1.53,-1.4,-1.3,-1.2,-1.05
0.025,-0.96,-1.03,-1.08,-1.36,-1.68,-1.66,-1.65,-1.72,-1.61,-1.53,-1.43,-1.32,-1.22,-1.14,-0.99
0.05,-0.61,-0.67,-0.68,-0.7,-0.73,-0.8,-0.94,-1.37,-1.42,-1.39,-1.34,-1.27,-1.19,-1.11,-0.96
0.075,-0.46,-0.5,-0.51,-0.52,-0.54,-0.56,-0.57,-0.6,-0.8,-1.25,-1.22,-1.19,-1.11,-1.05,-0.91
0.1,-0.39,-0.42,-0.43,-0.44,-0.46,-0.48,-0.49,-0.49,-0.49,-0.82,-1.17,-1.14,-1.08,-1.01,-0.88
0.15,-0.3,-0.33,-0.33,-0.34,-0.36,-0.37,-0.38,-0.39,-0.36,-0.33,-0.73,-1.03,-1.03,-0.97,-0.85
0.2,-0.13,-0.19,-0.21,-0.23,-0.25,-0.27,-0.28,-0.29,-0.28,-0.25,-0.2,-0.82,-0.94,--,-0.79
0.25,-0.2,-0.23,-0.22,-0.26,-0.25,-0.26,-0.26,-0.27,-0.26,-0.25,-0.2,-0.33,-0.93,--,--
0.3,-0.23,-0.25,-0.25,-0.26,-0.27,-0.29,-0.29,-0.3,-0.29,-0.29,-0.26,-0.19,-0.8,-0.95,-0.84
0.35,-0.21,-0.23,-0.23,-0.24,-0.25,-0.26,-0.27,-0.27,-0.27,-0.27,-0.26,-0.21,-0.43,--,--
0.4,-0.18,-0.2,-0.19,-0.2,-0.21,-0.22,-0.22,-0.23,-0.23,-0.22,-0.22,-0.19,-0.17,-0.91,-0.89
0.45,-0.14,-0.17,-0.15,-0.16,-0.17,-0.18,-0.18,-0.19,-0.18,-0.18,-0.17,-0.17,-0.09,--,--
0.5,-0.11,-0.13,-0.12,-0.13,-0.13,-0.14,-0.14,-0.15,-0.14,-0.13,-0.13,-0.12,-0.06,-0.45,-0.92
0.6,-0.04,-0.06,-0.05,-0.06,-0.05,-0.04,-0.05,-0.05,-0.04,-0.04,-0.05,-0.03,0,-0.11,-0.84
0.7,0.05,0.04,0.04,0.04,0.05,0.06,0.05,0.05,0.06,0.07,0.06,0.08,0.1,--,--
0.75,0.08,0.07,0.08,0.07,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.11,0.13,0.13,-0.44
0.8,0.13,0.12,0.15,0.12,0.13,0.14,0.13,0.13,0.15,0.15,0.14,0.16,0.18,--,--
0.85,0.13,0.13,0.15,0.13,0.15,0.16,0.15,0.15,0.17,0.17,0.16,0.18,0.19,0.19,-0.09
0.95,0.16,0.15,0.17,0.16,0.18,0.18,0.18,0.18,0.2,0.19,0.19,0.2,0.21,0.2,0.05
