,0.31,0.41,0.52,0.54,0.56,0.59,0.61,0.65,0.67,0.7,0.72,0.75,0.79,0.81
1,0.01,-0.09,-0.23,-0.26,-0.28,-0.29,-0.33,-0.37,-0.42,-0.43,-0.45,-0.49,-0.48,-0.54
0.955,-0.3,-0.27,-0.34,-0.34,-0.38,-0.38,-0.42,-0.44,-0.49,-0.5,-0.54,-0.6,-0.6,-0.64
0.904,-0.34,-0.31,-0.38,-0.38,-0.42,-0.42,-0.46,-0.48,-0.53,-0.54,-0.58,-0.62,-0.63,-0.66
0.804,-0.42,-0.39,-0.46,-0.46,-0.49,-0.5,-0.53,-0.54,-0.59,-0.6,-0.62,-0.65,-0.63,-0.67
0.758,-0.47,-0.43,-0.5,-0.5,-0.63,-0.53,-0.56,-0.58,-0.62,-0.61,-0.64,-0.65,-0.63,-0.67
0.655,-0.54,-0.51,-0.58,-0.57,-0.6,-0.6,-0.62,-0.63,-0.65,-0.64,-0.65,-0.65,-0.62,-0.65
0.6,-0.58,-0.56,-0.62,-0.6,-0.63,-0.62,-0.64,-0.64,-0.66,-0.64,-0.64,-0.65,-0.62,-0.64
0.551,-0.64,-0.59,-0.65,-0.63,-0.65,-0.64,-0.65,-0.66,-0.67,-0.64,-0.65,-0.64,-0.61,-0.63
0.502,-0.68,-0.64,-0.68,-0.66,-0.68,-0.67,-0.67,-0.68,-0.68,-0.65,-0.65,-0.63,-0.59,-0.63
0.448,-0.73,-0.68,-0.71,-0.7,-0.7,-0.68,-0.68,-0.69,-0.69,-0.66,-0.64,-0.62,-0.58,-0.63
0.399,-0.77,-0.72,-0.74,-0.72,-0.72,-0.7,-0.69,-0.7,-0.7,-0.66,-0.64,-0.61,-0.57,-0.63
0.351,-0.79,-0.75,-0.76,-0.74,-0.74,-0.71,-0.7,-0.71,-0.7,-0.65,-0.63,-0.6,-0.56,-0.64
0.304,-0.81,-0.78,-0.79,-0.76,-0.74,-0.71,-0.7,-0.71,-0.7,-0.65,-0.63,-0.6,-0.56,-0.64
