,0.32,0.42,0.52,0.54,0.58,0.6,0.63
0,-1.51,-1.57,-1.4,-1.29,-1.19,-0.92,-0.95
0.005,-1.32,-1.44,-1.29,-1.2,-1.13,-0.81,-0.86
0.013,-1.22,-1.34,-1.19,-1.06,-1.08,-0.8,-0.88
0.025,-1.17,-1.24,-0.93,-0.88,-0.92,-0.8,-0.86
0.075,-1.01,-1.25,-0.75,-0.71,-0.73,-0.78,-0.83
0.1,-1.02,-1.24,-0.73,-0.69,-0.71,-0.77,-0.8
0.15,-0.97,-1.2,-0.73,-0.7,-0.72,-0.78,-0.77
0.2,-0.92,-1.11,-0.72,-0.69,-0.71,-0.79,-0.76
0.25,-0.86,-0.95,-0.72,-0.69,-0.71,-0.78,-0.75
0.3,-0.8,-0.86,-0.72,-0.69,-0.72,-0.79,-0.76
0.35,-0.76,-0.78,-0.71,-0.7,-0.72,-0.78,-0.77
0.401,-0.74,-0.74,-0.72,-0.71,-0.73,-0.79,-0.77
0.45,-0.72,-0.71,-0.72,-0.71,-0.73,-0.79,-0.77
0.5,-0.72,-0.7,-0.73,-0.72,-0.73,-0.8,-0.77
0.55,-0.72,-0.7,-0.73,-0.72,-0.73,-0.81,-0.78
0.6,-0.73,-0.69,-0.73,-0.73,-0.74,-0.81,-0.78
0.65,-0.73,-0.7,-0.74,-0.73,-0.75,-0.82,-0.79
0.7,-0.74,-0.71,-0.75,-0.74,-0.76,-0.82,-0.79
0.75,-0.74,-0.72,-0.75,-0.75,-0.76,-0.82,-0.79
0.8,-0.74,-0.72,-0.75,-0.75,-0.76,-0.82,-0.8
0.85,-0.75,-0.73,-0.75,-0.74,-0.75,-0.82,-0.79
0.9,-0.73,-0.74,-0.75,-0.75,-0.76,-0.83,-0.77
0.95,-0.73,-0.74,-0.74,-0.74,-0.75,-0.81,-0.77
