,0.32,0.42,0.51,0.56,0.61,0.64,0.66,0.7,0.72,0.74,0.77,0.8,0.83,0.85,0.88,0.9
0,0.92,0.93,0.98,0.99,1.02,1.04,1.05,1.08,1.09,1.11,1.14,1.16,1.18,1.17,1.19,1.19
0.005,-0.08,-0.08,-0.03,0.01,0.06,0.12,0.16,0.24,0.3,0.42,0.57,0.71,0.83,0.91,0.99,1.02
0.013,-0.37,-0.39,-0.35,-0.33,-0.4,-0.15,-0.2,-0.13,-0.06,0.05,0.2,0.33,0.46,0.55,0.65,0.7
0.025,-0.61,-0.64,-0.64,-0.64,-0.64,-0.6,-0.57,-0.51,-0.44,-0.35,-0.19,-0.05,-0.09,0.19,0.3,0.34
0.075,-0.67,-0.7,-0.74,-0.78,-0.81,-0.8,-0.82,-0.79,-0.76,-0.69,-0.56,-0.43,-0.31,-0.22,-0.1,-0.05
0.1,-0.66,-0.69,-0.72,-0.76,-0.81,-0.81,-0.83,-0.83,-0.81,-0.75,-0.63,-0.51,-0.39,-0.3,-0.2,-0.14
0.15,-0.64,-0.68,-0.74,-0.77,-0.83,-0.83,-0.86,-0.88,-0.88,-0.83,-0.72,-0.62,-0.51,-0.43,-0.32,-0.26
0.2,-0.64,-0.67,-0.72,-0.75,-0.82,-0.84,-0.87,-0.91,-0.9,-0.88,-0.78,-0.68,-0.57,-0.49,-0.39,-0.34
0.25,-0.64,-0.68,-0.74,-0.77,-0.85,-0.87,-0.91,-0.99,-0.99,-0.95,-0.86,-0.78,-0.67,-0.6,-0.5,-0.45
0.3,-0.65,-0.69,-0.74,-0.77,-0.85,-0.87,-0.93,-1.02,-1.04,-1.01,-0.93,-0.84,-0.74,-0.67,-0.58,-0.53
0.35,-0.63,-0.67,-0.73,-0.77,-0.84,-0.86,-0.92,-1.006,-1.09,-1.07,-1,-0.92,-0.81,-0.74,-0.65,-0.59
0.4,-0.62,-0.66,-0.73,-0.75,-0.82,-0.84,-0.89,-1.02,-1.15,-1.13,-1.05,-0.98,-0.88,-0.81,-0.71,-0.67
0.45,-0.61,-0.64,-0.71,-0.74,-0.81,-0.82,-0.86,-0.97,-1.18,-1.17,-1.07,-1,-0.92,-0.88,-0.8,-0.75
0.5,-0.57,-0.6,-0.66,-0.68,-0.74,-0.76,-0.79,-0.9,-1.09,-1.13,-1.03,-0.96,-0.89,-0.85,-0.85,-0.81
0.55,-0.53,-0.56,-0.61,-0.63,-0.69,-0.69,-0.72,-0.75,-0.95,-1.1,-1.02,-0.95,-0.89,-0.85,-0.83,-0.84
0.6,-0.49,-0.51,-0.56,-0.56,-0.61,-0.6,-0.59,-0.58,-0.59,-0.95,-0.91,-0.83,-0.81,-0.82,-0.8,-0.82
0.65,-0.43,-0.43,-0.46,-0.46,-0.5,-0.49,-0.49,-0.49,-0.43,-0.61,-0.69,-0.67,-0.66,-0.72,-0.81,-0.83
0.7,-0.34,-0.37,-0.41,-0.41,-0.44,-0.43,-0.42,-0.42,-0.37,-0.41,-0.54,-0.56,-0.56,-0.61,-0.77,-0.82
0.75,-0.3,-0.32,-0.34,-0.34,-0.37,-0.35,-0.34,-0.35,-0.31,-0.27,-0.38,-0.47,-0.48,-0.52,-0.67,-0.79
0.8,-0.24,-0.25,-0.27,-0.26,-0.29,-0.26,-0.26,-0.25,-0.23,-0.19,-0.27,-0.38,-0.42,-0.47,-0.57,-0.7
0.85,-0.15,-0.15,-0.17,-0.16,-0.17,-0.15,-0.15,-0.14,-0.13,-0.09,-0.17,-0.31,-0.36,-0.43,-0.51,-0.62
0.9,-0.05,-0.05,-0.05,-0.04,-0.05,0,0,-0.02,-0.01,-0.01,-0.1,-0.23,-0.31,-0.39,-0.47,-0.56
0.95,0.04,0.05,0.05,0.06,0.06,0.08,0.07,0.09,0.09,0.08,-0.03,-0.17,-0.25,-0.35,-0.43,-0.52
