,0.31,0.42,0.52,0.54,0.57,0.6,0.63,0.65
0,-0.68,-0.69,-0.69,-0.73,-0.79,-0.75,-0.75,-0.79
0.005,-0.53,-0.62,-0.62,-0.64,-0.72,-0.69,-0.68,-0.72
0.029,-0.59,-0.62,-0.61,-0.65,-0.72,-0.69,-0.68,-0.72
0.051,-0.58,-0.62,-0.61,-0.65,-0.71,-0.68,-0.68,-0.72
0.076,-0.57,-0.61,-0.61,-0.65,-0.71,-0.68,-0.68,-0.72
0.101,-0.58,-0.62,-0.61,-0.65,-0.71,-0.69,-0.68,-0.72
0.151,-0.6,-0.62,-0.61,-0.65,-0.72,-0.69,-0.68,-0.72
0.199,-0.6,-0.62,-0.62,-0.65,-0.72,-0.69,-0.68,-0.72
0.249,-0.6,-0.62,-0.62,-0.66,-0.72,-0.69,-0.68,-0.72
0.301,-0.62,-0.63,-0.63,-0.67,-0.73,-0.7,-0.69,-0.73
0.349,-0.62,-0.64,-0.63,-0.67,-0.73,-0.7,-0.69,-0.74
0.4,-0.62,-0.65,-0.64,-0.67,-0.73,-0.71,-0.7,-0.74
0.499,-0.62,-0.67,-0.67,-0.69,-0.76,-0.73,-0.73,-0.75
0.549,-0.63,-0.67,-0.67,-0.7,-0.76,-0.74,-0.73,-0.75
0.598,-0.63,-0.67,-0.68,-0.7,-0.77,-0.74,-0.74,-0.76
0.649,-0.64,-0.68,-0.68,-0.71,-0.78,-0.75,-0.74,-0.76
0.701,-0.64,-0.68,-0.68,-0.71,-0.78,-0.75,-0.74,-0.76
0.751,-0.64,-0.68,-0.68,-0.71,-0.78,-0.75,-0.74,-0.76
0.802,-0.64,-0.68,-0.68,-0.71,-0.78,-0.75,-0.74,-0.76
0.849,-0.63,-0.68,-0.68,-0.71,-0.78,-0.75,-0.74,-0.77
0.951,-0.61,-0.66,-0.66,-0.69,-0.76,-0.73,-0.72,-0.74
1,-0.6,-0.64,-0.64,-0.67,-0.74,-0.71,-0.71,-0.74
