,0.31,0.41,0.52,0.54,0.57,0.6,0.62,0.65,0.68,0.7,0.73,0.76
0,-0.83,-0.82,-0.73,-0.88,-0.88,-0.75,-0.77,-0.69,-0.7,-0.72,-0.65,-0.48
0.005,-0.57,-0.63,-0.6,-0.7,-0.66,-0.64,-0.71,-0.62,-0.64,-0.81,-0.73,-0.61
0.029,-0.57,-0.59,-0.56,-0.62,-0.61,-0.57,-0.64,-0.57,-0.63,-0.78,-0.73,-0.59
0.051,-0.58,-0.59,-0.56,-0.61,-0.6,-0.57,-0.64,-0.57,-0.62,-0.78,-0.71,-0.59
0.076,-0.57,-0.59,-0.57,-0.6,-0.58,-0.56,-0.59,-0.56,-0.61,-0.74,-0.69,-0.59
0.101,-0.58,-0.59,-0.57,-0.59,-0.58,-0.56,-0.58,-0.56,-0.61,-0.73,-0.69,-0.59
0.151,-0.59,-0.6,-0.57,-0.6,-0.58,-0.56,-0.57,-0.56,-0.61,-0.71,-0.68,-0.59
0.199,-0.62,-0.61,-0.58,-0.6,-0.58,-0.57,-0.57,-0.56,-0.61,-0.68,-0.67,-0.6
0.249,-0.63,-0.61,-0.58,-0.6,-0.59,-0.57,-0.58,-0.57,-0.61,-0.67,-0.67,-0.6
0.301,-0.65,-0.64,-0.6,-0.63,-0.6,-0.59,-0.59,-0.59,-0.61,-0.67,-0.67,-0.61
0.349,-0.66,-0.65,-0.61,-0.64,-0.62,-0.6,-0.6,-0.6,-0.62,-0.67,-0.67,-0.62
0.4,-0.68,-0.66,-0.62,-0.65,-0.63,-0.61,-0.62,-0.61,-0.62,-0.67,-0.67,-0.63
0.499,-0.69,-0.68,-0.66,-0.67,-0.66,-0.65,-0.65,-0.64,-0.64,-0.67,-0.67,-0.65
0.549,-0.7,-0.69,-0.67,-0.68,-0.67,-0.66,-0.66,-0.65,-0.65,-0.68,-0.68,-0.66
0.598,-0.71,-0.7,-0.68,-0.69,-0.68,-0.67,-0.67,-0.66,-0.66,-0.69,-0.69,-0.66
0.649,-0.71,-0.7,-0.68,-0.69,-0.69,-0.67,-0.68,-0.67,-0.67,-0.69,-0.69,-0.67
0.701,-0.7,-0.7,-0.68,-0.7,-0.69,-0.68,-0.68,-0.67,-0.68,-0.7,-0.69,-0.68
0.751,-0.69,-0.69,-0.68,-0.7,-0.69,-0.68,-0.69,-0.68,-0.68,-0.7,-0.68,-0.68
0.802,-0.68,-0.68,-0.67,-0.69,-0.69,-0.68,-0.69,-0.67,-0.68,-0.69,-0.68,-0.68
0.849,-0.65,-0.66,-0.66,-0.68,-0.68,-0.67,-0.68,-0.67,-0.67,-0.69,-0.68,-0.68
0.951,-0.57,-0.58,-0.6,-0.62,-0.63,-0.62,-0.64,-0.63,-0.63,-0.64,-0.63,-0.64
1,-0.51,-0.53,-0.54,-0.58,-0.59,-0.58,-0.6,-0.59,-0.59,-0.6,-0.6,-0.6
