,0.31,0.41,0.52,0.54,0.57,0.6,0.63,0.65,0.68
0,-0.6,-0.63,-0.65,-0.67,-0.69,-0.73,-0.76,-0.78,-0.74
0.006,-0.54,-0.56,-0.6,-0.62,-0.6,-0.6,-0.65,-0.68,-0.68
0.016,-0.54,-0.56,-0.6,-0.62,-0.6,-0.6,-0.66,-0.68,-0.68
0.027,-0.54,-0.56,-0.6,-0.62,-0.6,-0.6,-0.65,-0.68,-0.68
0.051,-0.54,-0.56,-0.6,-0.62,-0.6,-0.6,-0.65,-0.68,-0.68
0.08,-0.53,-0.56,-0.6,-0.62,-0.6,-0.6,-0.65,-0.68,-0.68
0.106,-0.54,-0.56,-0.6,-0.62,-0.6,-0.6,-0.65,-0.68,-0.68
0.154,-0.54,-0.56,-0.6,-0.62,-0.6,-0.6,-0.65,-0.69,-0.68
0.199,-0.54,-0.56,-0.61,-0.64,-0.6,-0.6,-0.65,-0.69,-0.68
0.255,-0.55,-0.57,-0.62,-0.64,-0.61,-0.61,-0.66,-0.7,-0.68
0.304,-0.55,-0.58,-0.62,-0.64,-0.62,-0.62,-0.66,-0.7,-0.68
0.351,-0.57,-0.58,-0.62,-0.64,-0.62,-0.62,-0.66,-0.7,-0.69
0.399,-0.58,-0.59,-0.63,-0.65,-0.63,-0.62,-0.67,-0.7,-0.7
0.448,-0.58,-0.6,-0.64,-0.66,-0.64,-0.63,-0.68,-0.7,-0.7
0.502,-0.6,-0.6,-0.64,-0.66,-0.64,-0.64,-0.68,-0.72,-0.7
0.551,-0.6,-0.6,-0.65,-0.66,-0.64,-0.64,-0.68,-0.72,-0.71
0.6,-0.6,-0.61,-0.65,-0.67,-0.65,-0.64,-0.69,-0.72,-0.72
0.655,-0.6,-0.62,-0.66,-0.68,-0.66,-0.64,-0.69,-0.72,-0.72
0.758,-0.61,-0.64,-0.66,-0.69,-0.66,-0.66,-0.71,-0.74,-0.72
0.804,-0.6,-0.62,-0.66,-0.68,-0.66,-0.66,-0.7,-0.74,-0.72
0.904,-0.6,-0.61,-0.66,-0.67,-0.66,-0.64,-0.7,-0.73,-0.72
0.955,-0.59,-0.6,-0.64,-0.66,-0.64,-0.64,-0.68,-0.72,-0.71
1,-0.54,-0.58,-0.62,-0.64,-0.63,-0.62,-0.68,-0.71,-0.71
