,0.32,0.42,0.52,0.54,0.56,0.6,0.62,0.65,0.67,0.7,0.73,0.76
1,-0.46,-0.5,-0.53,-0.52,-0.54,-0.52,-0.57,-0.58,-0.59,-0.6,-0.61,-0.63
0.955,-0.59,-0.55,-0.58,-0.57,-0.59,-0.57,-0.6,-0.62,-0.62,-0.63,-0.65,-0.67
0.904,-0.64,-0.58,-0.61,-0.6,-0.62,-0.6,-0.63,-0.64,-0.64,-0.65,-0.66,-0.68
0.804,-0.69,-0.62,-0.65,-0.64,-0.65,-0.62,-0.66,-0.66,-0.66,-0.67,-0.68,-0.7
0.758,-0.7,-0.63,-0.66,-0.65,-0.66,-0.63,-0.66,-0.67,-0.66,-0.67,-0.68,-0.7
0.655,-0.7,-0.62,-0.66,-0.65,-0.66,-0.63,-0.66,-0.67,-0.66,-0.67,-0.67,-0.68
0.6,-0.69,-0.62,-0.66,-0.65,-0.66,-0.64,-0.66,-0.67,-0.66,-0.66,-0.67,-0.68
0.551,-0.69,-0.63,-0.66,-0.65,-0.65,-0.63,-0.66,-0.66,-0.65,-0.66,-0.67,-0.68
0.502,-0.68,-0.63,-0.66,-0.64,-0.65,-0.63,-0.66,-0.66,-0.64,-0.65,-0.66,-0.67
0.448,-0.68,-0.62,-0.65,-0.64,-0.64,-0.62,-0.65,-0.65,-0.64,-0.64,-0.66,-0.66
0.399,-0.67,-0.6,-0.64,-0.63,-0.64,-0.61,-0.64,-0.64,-0.62,-0.63,-0.65,-0.65
0.351,-0.66,-0.6,-0.62,-0.62,-0.62,-0.6,-0.63,-0.62,-0.62,-0.62,-0.64,-0.64
0.304,-0.64,-0.59,-0.62,-0.6,-0.61,-0.59,-0.62,-0.62,-0.61,-0.61,-0.63,-0.63
0.255,-0.64,-0.58,-0.6,-0.6,-0.6,-0.58,-0.6,-0.61,-0.6,-0.6,-0.62,-0.62
0.199,-0.63,-0.56,-0.59,-0.58,-0.6,-0.58,-0.6,-0.61,-0.59,-0.6,-0.61,-0.62
0.154,-0.62,-0.55,-0.58,-0.57,-0.59,-0.57,-0.6,-0.62,-0.59,-0.59,-0.61,-0.62
0.106,-0.61,-0.55,-0.58,-0.56,-0.58,-0.56,-0.58,-0.6,-0.58,-0.58,-0.6,-0.64
0.08,-0.61,-0.55,-0.58,-0.57,-0.58,-0.57,-0.6,-0.62,-0.59,-0.58,-0.6,-0.7
0.051,-0.61,-0.54,-0.58,-0.57,-0.58,-0.56,-0.6,-0.61,-0.58,-0.59,-0.61,-0.71
0.027,-0.6,-0.54,-0.57,-0.56,-0.58,-0.56,-0.59,-0.6,-0.59,-0.59,-0.61,-0.7
0.016,-0.6,-0.54,-0.57,-0.56,-0.58,-0.56,-0.6,-0.6,-0.58,-0.58,-0.61,-0.69
0.006,-0.59,-0.54,-0.57,-0.57,-0.58,-0.56,-0.63,-0.6,-0.59,-0.58,-0.61,-0.7
0,-0.74,-0.69,-0.68,-0.68,-0.66,-0.62,-0.63,-0.61,-0.56,-0.43,-0.5,-0.5
0.015,0.94,0.98,1,1,1.02,1.02,1.02,1.03,1.04,1.05,1.05,1.06
0.028,0.89,0.9,0.9,0.92,0.92,0.92,0.93,0.94,0.94,0.95,0.95,0.96
0.052,0.75,0.76,0.76,0.78,0.78,0.79,0.79,0.8,0.81,0.82,0.82,0.83
0.08,0.62,0.64,0.64,0.65,0.66,0.66,0.68,0.67,0.68,0.68,0.69,0.71
0.106,0.55,0.56,0.56,0.58,0.58,0.59,0.59,0.59,0.6,0.61,0.62,0.64
0.154,0.44,0.46,0.46,0.46,0.47,0.48,0.48,0.48,0.5,0.5,0.5,0.52
0.204,0.35,0.37,0.36,0.38,0.37,0.38,0.38,0.38,0.4,0.4,0.4,0.42
0.251,0.3,0.32,0.31,0.32,0.32,0.33,0.33,0.33,0.34,0.34,0.36,0.37
0.3,0.25,0.26,0.25,0.26,0.26,0.28,0.27,0.27,0.28,0.28,0.29,0.31
0.352,0.18,0.21,0.19,0.2,0.2,0.21,0.2,0.2,0.22,0.22,0.22,0.24
0.401,0.13,0.15,0.14,0.14,0.14,0.15,0.14,0.15,0.15,0.15,0.16,0.18
0.452,0.09,0.12,0.1,0.1,0.1,0.12,0.11,0.11,0.12,0.11,0.12,0.14
0.5,0.07,0.08,0.06,0.07,0.08,0.08,0.08,0.07,0.06,0.08,0.08,0.1
0.555,0.05,0.06,0.04,0.04,0.05,0.06,0.05,0.04,0.04,0.04,0.05,0.07
0.602,0.01,0.01,-0.01,-0.01,-0.01,0,-0.01,-0.01,-0.01,-0.01,-0.01,0.01
0.655,-0.04,-0.04,-0.06,-0.06,-0.06,-0.05,-0.07,-0.06,-0.06,-0.06,-0.06,-0.04
0.707,-0.06,-0.06,-0.09,-0.08,-0.09,-0.07,-0.1,-0.08,-0.09,-0.08,-0.08,-0.07
0.755,-0.03,-0.07,-0.1,-0.09,-0.09,-0.08,-0.11,-0.09,-0.1,-0.09,-0.09,-0.07
0.852,-0.08,-0.13,-0.15,-0.15,-0.15,-0.13,-0.16,-0.15,-0.15,-0.14,-0.14,-0.12
0.904,-0.16,-0.2,-0.23,-0.23,-0.23,-0.21,-0.24,-0.23,-0.24,-0.22,-0.23,-0.2
0.955,-0.23,-0.29,-0.33,-0.32,-0.32,-0.3,-0.34,-0.33,-0.34,-0.33,-0.33,-0.32
