,0.31,0.41,0.51,0.54,0.56,0.59,0.61,0.64,0.67,0.7,0.72,0.74,0.78,0.8
1,-0.17,-0.18,-0.26,-0.27,-0.3,-0.29,-0.32,-0.34,-0.4,-0.5,-0.55,-0.64,-0.55,-0.56
0.947,-0.2,-0.21,-0.3,-0.3,-0.33,-0.33,-0.37,-0.38,-0.45,-0.55,-0.6,-0.68,-0.59,-0.6
0.902,-0.22,-0.23,-0.32,-0.32,-0.35,-0.35,-0.39,-0.4,-0.47,-0.57,-0.62,-0.69,-0.61,-0.62
0.852,-0.26,-0.26,-0.35,-0.35,-0.39,-0.38,-0.42,-0.44,-0.51,-0.59,-0.64,-0.7,-0.62,-0.65
0.802,-0.28,-0.29,-0.39,-0.39,-0.42,-0.41,-0.45,-0.47,-0.54,-0.62,-0.65,-0.7,-0.64,-0.67
0.752,-0.32,-0.32,-0.41,-0.41,-0.5,-0.44,-0.48,-0.5,-0.56,-0.63,-0.65,-0.7,-0.64,-0.69
0.701,-0.36,-0.36,-0.46,-0.46,-0.48,-0.47,-0.51,-0.53,-0.58,-0.64,-0.65,-0.69,-0.65,-0.71
0.651,-0.4,-0.4,-0.49,-0.49,-0.53,-0.51,-0.55,-0.56,-0.61,-0.65,-0.65,-0.69,-0.65,-0.74
0.6,-0.46,-0.46,-0.55,-0.53,-0.58,-0.55,-0.59,-0.6,-0.64,-0.65,-0.65,-0.69,-0.66,-0.77
0.551,-0.51,-0.51,-0.6,-0.59,-0.63,-0.6,-0.63,-0.64,-0.67,-0.66,-0.66,-0.69,-0.68,-0.8
0.5,-0.57,-0.58,-0.66,-0.66,-0.69,-0.65,-0.69,-0.68,-0.71,-0.67,-0.67,-0.69,-0.71,-0.86
0.45,-0.64,-0.68,-0.74,-0.74,-0.76,-0.74,-0.77,-0.75,-0.77,-0.75,-0.73,-0.79,-0.79,-0.97
0.4,-0.74,-0.76,-0.81,-0.8,-0.82,-0.8,-0.8,-0.77,-0.78,-0.68,-0.67,-0.72,-0.79,-1.1
