,0.31,0.41,0.51,0.54,0.57,0.59,0.62,0.64,0.67,0.7,0.73,0.76,0.79
1,-0.34,-0.34,-0.42,-0.43,-0.46,-0.48,-0.48,-0.52,-0.57,-0.62,-0.68,-0.7,-0.71
0.947,-0.39,-0.39,-0.48,-0.5,-0.52,-0.54,-0.54,-0.58,-0.62,-0.65,-0.71,-0.71,-0.72
0.902,-0.42,-0.41,-0.51,-0.53,-0.56,-0.57,-0.57,-0.62,-0.65,-0.66,-0.7,-0.7,-0.71
0.852,-0.46,-0.45,-0.54,-0.56,-0.59,-0.61,-0.61,-0.64,-0.66,-0.67,-0.7,-0.68,-0.7
0.802,-0.49,-0.49,-0.59,-0.61,-0.63,-0.65,-0.65,-0.68,-0.68,-0.68,-0.7,-0.67,-0.68
0.752,-0.54,-0.52,-0.61,-0.63,-0.66,-0.67,-0.67,-0.69,-0.69,-0.68,-0.69,-0.66,-0.67
0.701,-0.58,-0.55,-0.62,-0.65,-0.68,-0.69,-0.69,-0.7,-0.69,-0.68,-0.68,-0.65,-0.67
0.651,-0.62,-0.58,-0.65,-0.68,-0.69,-0.7,-0.7,-0.71,-0.7,-0.68,-0.68,-0.64,-0.66
0.6,-0.65,-0.62,-0.68,-0.71,-0.71,-0.72,-0.72,-0.73,-0.71,-0.68,-0.67,-0.63,-0.65
0.551,-0.7,-0.66,-0.7,-0.73,-0.72,-0.73,-0.73,-0.73,-0.71,-0.68,-0.67,-0.62,-0.64
0.5,-0.75,-0.7,-0.73,-0.76,-0.74,-0.75,-0.75,-0.75,-0.72,-0.69,-0.67,-0.63,-0.65
0.45,-0.79,-0.75,-0.76,-0.78,-0.76,-0.78,-0.78,-0.77,-0.8,-0.79,-0.77,-0.72,-0.75
0.4,-0.84,-0.8,-0.79,-0.8,-0.76,-0.78,-0.77,-0.76,-0.73,-0.69,-0.67,-0.63,-0.67
0.352,-0.9,-0.85,-0.83,-0.83,-0.78,-0.8,-0.78,-0.78,-0.75,-0.71,-0.69,-0.64,-0.75
0.298,-0.96,-0.93,-0.88,-0.87,-0.8,-0.81,-0.79,-0.8,-0.8,-0.76,-0.77,-0.85,-0.99
0.25,-1.03,-1,-0.93,-0.91,-0.81,-0.82,-0.8,-0.81,-0.88,-0.86,-0.9,-1.12,-1.02
0.2,-1.08,-1.08,-0.98,-0.92,-0.83,-0.83,-0.8,-0.85,-0.98,-1.02,-1.1,-1.12,-1.03
0.15,-1.1,-1.15,-1.01,-0.93,-0.83,-0.82,-0.81,-0.85,-1.04,-1.14,-1.2,-1.26,-1.36
0.1,-1.11,-1.19,-1.01,-0.94,-0.83,-0.81,-0.81,-0.84,-1.09,-1.22,-1.33,-1.48,-1.5
0.075,-1.1,-1.18,-0.99,-0.91,-0.81,-0.8,-0.79,-0.85,-1.09,-1.24,-1.37,-1.61,-1.54
0.05,-1.09,-1.17,-0.98,-0.92,-0.8,-0.8,-0.8,-0.84,-1.11,-1.27,-1.46,-1.68,-1.59
0.025,-1.09,-1.15,-0.98,-0.91,-0.8,-0.79,-0.79,-0.84,-1.13,-1.32,-1.52,-1.75,-1.72
0.013,-1.11,-1.17,-0.99,-0.93,-0.83,-0.83,-0.83,-0.91,-1.17,-1.34,-1.52,-1.79,-1.7
0.006,-1.16,-1.21,-1.04,-0.99,-0.89,-0.9,-0.93,-1.07,-1.26,-1.41,-1.59,-1.79,-1.64
0,-1.09,-1.06,-0.67,-0.56,-0.38,-0.29,-0.21,-0.12,-0.07,0.02,0.12,0.24,0.38
0.013,0.97,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98
0.026,0.89,0.92,0.89,0.89,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.89,0.89
0.05,0.76,0.78,0.75,0.74,0.74,0.74,0.74,0.75,0.74,0.74,0.75,0.75,0.75
0.075,0.68,0.71,0.68,0.68,0.67,0.67,0.69,0.68,0.68,0.69,0.69,0.69,0.69
0.101,0.61,0.64,0.61,0.61,0.61,0.61,0.61,0.62,0.61,0.62,0.62,0.63,0.63
0.151,0.54,0.55,0.52,0.53,0.53,0.52,0.53,0.53,0.53,0.54,0.54,0.55,0.55
0.2,0.45,0.48,0.46,0.47,0.46,0.46,0.46,0.47,0.47,0.47,0.48,0.49,0.49
0.252,0.42,0.43,0.4,0.41,0.4,0.4,0.41,0.41,0.41,0.42,0.42,0.43,0.43
0.302,0.37,0.39,0.36,0.37,0.36,0.36,0.37,0.37,0.37,0.38,0.37,0.39,0.39
0.352,0.34,0.34,0.32,0.32,0.31,0.31,0.32,0.32,0.32,0.33,0.33,0.34,0.35
0.4,0.3,0.31,0.29,0.29,0.29,0.28,0.29,0.29,0.29,0.3,0.3,0.31,0.31
0.451,0.29,0.29,0.27,0.27,0.27,0.26,0.27,0.27,0.27,0.28,0.28,0.29,0.29
0.501,0.26,0.27,0.24,0.25,0.24,0.24,0.24,0.25,0.25,0.26,0.226,0.27,0.27
0.551,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.23,0.23,0.23,0.24,0.24
0.601,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.21,0.22,0.22,0.23,0.23
0.657,0.21,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.2,0.21,0.21,0.22,0.22
0.702,0.2,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.19,0.2,0.2,0.21,0.21
0.752,0.19,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.19,0.19,0.2,0.21
0.801,0.19,0.16,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.17,0.17,0.18,0.19
0.851,0.15,0.11,0.1,0.09,0.09,0.08,0.08,0.08,0.09,0.1,0.1,0.12,0.13
0.902,0.12,0.05,0.03,0.02,0.02,0.01,0.01,0,0.01,0.02,0.02,0.04,0.05
0.951,0.02,-0.13,-0.18,-0.19,-0.2,-0.22,-0.22,-0.23,-0.23,-0.23,-0.24,-0.21,--
