,0.31,0.41,0.51,0.53,0.56,0.59,0.61,0.64,0.66,0.69,0.72,0.75,0.78,0.81,0.84
0,-1.6,-1.56,-1.35,-1.24,-1.12,-1,-0.89,-0.77,-0.67,-0.51,-0.36,-0.21,-0.05,-0.01,0.18
0.006,-1.52,-1.59,-1.65,-1.58,-1.55,-1.56,-1.56,-1.57,-1.63,-1.71,-1.8,-1.66,-1.61,-1.66,-1.53
0.016,-1.54,-1.6,-1.65,-1.58,-1.56,-1.55,-1.54,-1.54,-1.59,-1.65,-1.74,-1.49,-1.45,-1.57,-1.44
0.027,-1.55,-1.61,-1.66,-1.58,-1.56,-1.56,-1.54,-1.53,-1.57,-1.59,-1.66,-1.44,-1.36,-1.5,-1.36
0.051,-1.51,-1.59,-1.61,-1.55,-1.51,-1.5,-1.49,-1.48,-1.52,-1.5,-1.52,-1.31,-1.24,-1.49,-1.36
0.08,-1.36,-1.48,-1.4,-1.36,-1.33,-1.31,-1.29,-1.28,-1.28,-1.28,-1.26,-0.99,-1,-1.44,-1.31
0.106,-1.27,-1.31,-1.26,-1.23,-1.23,-1.22,-1.22,-1.22,-1.22,-1.19,-1.17,-0.93,-0.87,-1.45,-1.33
0.154,-1.08,-1.06,-1.07,-1.06,-1.09,-1.08,-1.1,-1.1,-1.09,-1.04,-0.98,-0.8,-0.75,-1.36,-1.27
0.199,-0.99,-0.92,-0.96,-0.95,-0.99,-0.99,-0.99,-1.02,-1.01,-0.96,-0.89,-0.76,-0.71,-1.33,-1.26
0.225,-0.88,-0.83,-0.88,-0.86,-0.89,-0.88,-0.9,-0.91,-0.92,-0.88,-0.82,-0.72,-0.63,-1.26,-1.25
0.305,-0.78,-0.76,-0.8,-0.78,-0.81,-0.8,-0.81,-0.82,-0.84,-0.81,-0.76,-0.7,-0.6,-1.12,-1.22
0.351,-0.71,-0.69,-0.74,-0.72,-0.74,-0.75,-0.74,-0.76,-0.79,-0.77,-0.75,-0.69,-0.6,-0.98,-1.14
0.399,-0.62,-0.62,-0.67,-0.65,-0.67,-0.66,-0.67,-0.69,-0.72,-0.72,-0.69,-0.67,-0.6,-0.84,-0.98
0.448,-0.53,-0.55,-0.6,-0.58,-0.6,-0.6,-0.61,-0.63,-0.66,-0.67,-0.65,-0.66,-0.61,-0.78,-0.85
0.502,-0.46,-0.47,-0.53,-0.51,-0.53,-0.54,-0.54,-0.56,-0.6,-0.62,-0.62,-0.65,-0.61,-0.73,-0.76
0.551,-0.39,-0.4,-0.46,-0.44,-0.46,-0.47,-0.49,-0.5,-0.54,-0.56,-0.57,-0.64,-0.61,-0.68,-0.72
0.6,-0.34,-0.36,-0.42,-0.4,-0.42,-0.42,-0.44,-0.45,-0.5,-0.53,-0.54,-0.62,-0.61,-0.64,-0.71
0.655,-0.28,-0.31,-0.35,-0.34,-0.37,-0.38,-0.39,-0.4,-0.45,-0.48,-0.5,-0.6,-0.61,-0.6,-0.7
0.758,-0.2,-0.22,-0.27,-0.25,-0.29,-0.29,-0.32,-0.33,-0.37,-0.4,-0.43,-0.54,-0.6,-0.5,-0.65
0.804,-0.18,-0.19,-0.23,-0.22,-0.25,-0.26,-0.28,-0.3,-0.33,-0.36,-0.39,-0.51,-0.58,-0.46,-0.62
0.904,-0.11,-0.13,-0.16,-0.14,-0.19,-0.19,-0.21,-0.24,-0.26,-0.29,-0.32,-0.44,-0.53,-0.37,-0.54
0.955,-0.09,-0.11,-0.13,-0.12,-0.16,-0.16,-0.18,-0.2,-0.24,-0.26,-0.28,-0.4,-0.5,-0.32,-0.48
1,0.1,0.03,-0.02,-0.04,-0.06,-0.06,-0.1,-0.23,-0.17,-0.18,-0.22,-0.32,-0.38,-0.25,-0.36
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
NACA,,,,,,,,,,,,,,,
